"Abteilung","Suchbegriff","Suchhäufigkeit","ASIN","Nr. 1 der geklickten Titel","Klickfreigabe","Umwandlungs-Anteil","ASIN","Nr. 2 der geklickten Titel","Klickfreigabe","Umwandlungs-Anteil","ASIN","Nr. 3 der geklickten Titel","Klickfreigabe","Umwandlungs-Anteil","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kühl gefrierkombination","99.88","B004R9PS7U","Siemens iQ500 KG39EAI40 Kühl-Gefrierkombination / A+++ / Kühlteil: 249 L / Gefrierteil: 88 L / Edelstahl / FreshSense / Inox-AntiFingerprint / CoolBox","13.03","3.1","B008KFXHS4","Bomann KG 320 Kühl-Gefrier-Kombination / A++ / 163 kWh/Jahr / 112 L Kühlteil / 48 L Gefrierteil / weiß","4.98","3.08","B00JWC0X7M","Samsung RB29HER2CSA Kühl-Gefrier-Kombination / A++ / 178cm Höhe / 188 L Kühlen / 98 L Gefrierteil / No Frost / silber","4.37","0.21","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","nintendo switch","99.88","B01EX3JIY8","Nintendo Switch","71.21","0","B01IFJEWTM","Nintendo Classic Mini: Nintendo Entertainment System","12.9","0","B00KX8DQIM","The Legend of Zelda: Breath of the Wild  - [Wii U]","2.96","55.51","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","playstation 4 pro","99.88","B01LQF9UKS","PlayStation 4 Pro - Konsole (1TB)","67.12","35.75","B00ULWWFIC","PlayStation VR - [PlayStation 4]","11.22","8.69","B01N07E4FP","","3.13","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","tageslichtlampe","99.88","B00MOIWOAK","Beurer TL 30 Tageslichtlampe mit LED Technologie, Tischlampe, Daylight, Weiß","35.89","11.4","B00LO9A4AM","Philips HF3419/01 EnergyUp White (natürliches weißes Licht, Tageslicht, 10.000 Lux, Dimmer)","14.21","1.24","B008TZBMWI","Beurer TL 40 Tageslichtlampe","12.7","3.52","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","wärmepumpentrockner","99.88","B00HX0X7GO","Bosch WTW86271 Wärmepumpentrockner / A++ / 8 kg / Weiß / Selbstreinigender Kondensator","12.77","0.75","B00JGWVGN8","Siemens iQ700 WT46W261 iSensoric Wärmepumpentrockner / A++ / 8 kg / Weiß / Selbstreinigender Kondensator / softDry-Trommelsystem / Super40","12.34","0.71","B00WMEPSFE","Siemens WT47W5W0  iQ700 Wärmepumpentrockner / A+++ / 8 kg / Großes Display mit Endezeitvorwahl / weiß","5.25","0.88","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","headset","99.87","B00CJ5FPUE","Logitech G430 Gaming Kopfhörer (Dolby 7.1-Surround-Sound für PC und PS4) blau","20.19","3.56","B005HWEYN0","Sennheiser PC 3 Chat Headset","9.39","11.82","B00JJNQG98","HyperX Cloud Gaming Headset für PC/PS4/Mac schwarz","7.85","4.22","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kondome","99.87","B00N9W34X6","Durex Kondome Gefühlsecht, 1er Pack (1 x 16 Stück)","26.22","1.26","B00KIQI5A8","Durex Fun Explosion Kondome Megapack 40er Großpackung, 1er Pack (1 x 40 Stück)","11.65","1.51","B00DS2OVSY","Billy Boy Kondome 50er Beutel Mix-Sortiment aus farbigen, perlgenoppten, farbig-aromatisierten und extra feuchten Kondomen (1 x 50 Stück)","11.38","1.39","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","leonard cohen","99.87","B002J8Y3YU","Greatest Hits","41.34","4.39","B005F8CL1S","The Complete Studio Albums Collection","15.83","2.83","B01KN6XDS6","You Want It Darker","9.23","1.26","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","overwatch","99.87","B017KHBI42","Overwatch - Origins Edition - [PC]","57.75","15.75","B017KHBN2E","Overwatch - Origins Edition - [PlayStation 4]","10.01","3.26","B01G3WF2VA","","5.28","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","star wars","99.87","B019FA3JVW","Star Wars: Das Erwachen der Macht [2 Blu-rays]","19.62","2.82","B011T11T8A","Star Wars: The Complete Saga [9 Blu-rays]","9.04","1.22","B01KBK3SCK","Star Wars - Das Erwachen der Macht  [3D-Blu-ray] (+ 2D-Blu-ray + Bonus-Blu-ray) [Collector's Edition]","7.98","0.59","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","thermobecher","99.87","B008TLGIA8","Emsa 513361 Isolierbecher, Mobil genießen, 360 ml, Quick Press Verschluss, Schwarz, Travel Mug","34.74","0.51","B00VE3I2UW","Emsa 515615 Isolierbecher, Mobil genießen, 500 ml, Quick Press Verschluss, Schwarz, Travel Mug Grande","22.22","1.19","B01DP82J98","ThermoCafé by Thermos 4056.233.040 Thermo Isoliertrinkbecher Thermopro, 0,4 L, Edelstahl, schwarz","3.93","5.5","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","timberland schuhe damen","99.87","B000VAHC46","Timberland 6 Inch Premium FTB_6 Inch W 10361 Damen Stiefel","18.83","0","B012CHW0XS","Timberland 6 In Classic Boot FTC_6 In Premium WP Boot 14749, Unisex-Kinder Stiefel","14.22","0","B01M9FZQSV","","8.87","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","bügeleisen","99.86","B004GUQ10I","Tefal FV4680 Dampfbügeleisen Ultragliss türkisblau","31.2","5.36","B00M89TPZC","Philips GC3811/70 Azur Performer Dampfbügeleisen, 2,400 W, 160 g Dampfstoß, SteamGlide Plus, weiß / türkis","7.92","0.79","B008XI79XW","Bosch TDA503001P Dampfbügeleisen Sensixx'x EditionRosso (3000 Watt max., Dampfstoß 200 g/min., Dampfleistung 45 g/min., CeraniumGlissée Bügelsohle) rot","7.52","3.42","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","drehmomentschlüssel","99.86","B003A7IZV6","Unitec Drehmomentschlüssel mit Nüssen 20809","26.43","11.1","B00BGT6ZL2","Goodyear Drehmomentschlüssel 75522 Inkl. Verlängerung und Stecknüsse 17 mm und 19 mm","14.18","5.6","B000S7ZRQM","Proxxon Drehmomentschlüssel 23353 MicroClick MC200 Antrieb 12,5mm (1/2"")","9.73","3.68","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","gaming tastatur","99.86","B00N3OCV7U","Sharkoon Skiller Pro beleuchtete Gaming Tastatur (9 Multimedia-, 6 Makro- und 3 Profil-Tasten, Software, USB) schwarz","17.77","12.15","B00ZRUWU92","Sharkoon Shark Zone K30 Gaming-Tastatur mit LED-Beleuchtung schwarz","8.82","17.08","B0169TBEJ6","Sharkoon Skiller Pro Plus beleuchtete Gaming Tastatur (Onboard-Speicher, Multi-Key-Rollover-Unterstützung) schwarz","8.23","1.58","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","geschirrspüler","99.86","B0095WC4SU","Bosch SMU53L15EU Serie 6 Silence Plus Unterbaugeschirrspüler / A++ / 258 kWh/Jahr / 12 Maßgedecke / 59,8 cm / Edelstahl / 3-fach Wasserschutz","22.73","1.74","B00DKYB02U","Bosch SMS50D32EU Serie 4 Silence Plus Freistehender Geschirrspüler / A+ / 12 Maßgedecke / 290 kWh/Jahr / Weiß / Super Silence / Active Water","6.65","9.79","B0095WBZXK","Siemens iQ500 SN45L501EU speedMatic Unterbaugeschirrspüler / A+ / 12 Maßgedecke / Edelstahl / AutomatikProgramm / VarioSpeed / GlasSchonsystem","5.38","6.18","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kaspersky internet security 2017","99.86","B01HT7SKHQ","Kaspersky Internet Security 2017 3 Geräte - Upgrade [Online Code] (Frustfreie Verpackung)","30.43","13.24","B01HT7SKFI","Kaspersky Internet Security 2017 Upgrade - [Online Code] (Frustfreie Verpackung)","19.04","18.05","B01LZY0TJU","Kaspersky Internet Security 2017 2 Geräte Limited Edition (Code in a Box)","17.42","15.67","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","kühlschrank","99.86","B004R9PS7U","Siemens iQ500 KG39EAI40 Kühl-Gefrierkombination / A+++ / Kühlteil: 249 L / Gefrierteil: 88 L / Edelstahl / FreshSense / Inox-AntiFingerprint / CoolBox","12.02","3.39","B002V937D0","Bomann KS 163.1 Kühlschrank / A+ / Kühlen: 86 L / Gefrieren: 10 L / weiß","11.56","10.64","B008KFXIG0","Bomann KG 320 Kühl-Gefrier-Kombination / A++ / 163 kWh/Jahr / 112 L Kühlteil / 48 L Gefrierteil / silber","6.66","3.28","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","oral b","99.86","B00KBWBPRY","Oral-B PRO 600 Elektrische Zahnbürste (wiederaufladbare Zahnbürste, Aufsteckbürste CrossAction, gesunde Zähne, schützt vor Karies, Mundgeruch und Zahnfleischentzündung, powered by Braun)","15.3","6.64","B00LVUY84W","Oral-B SmartSeries 6500 Elektrische Zahnbürste (wiederaufladbare Zahnbürste mit 2. Handstück, mit Bluetooth, Timer, Aufsteckbürsten CrossAction, Sensitiv, 3DWhite, Tiefenreinigung, powered by Braun)","12.34","1.15","B01BYD7QQ2","Oral-B Genius 9000 Black Elektrische Zahnbürste (Oral-Bs elektrische Zahnbürste schwarz, mit Positionserkennung, Litium-Akku, Bluetooth, Timer und smartem Lade-Reiseetui, powered by Braun)","8.19","6.33","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","pc gehäuse","99.86","B015J8R1FY","Sharkoon VG5-W PC-Gehäuse (Schnellverschlüsse, 2x 120-mm-LED-Lüfter vorinstalliert, USB 3.0) blau","10.66","8.82","B00N0W2R9W","Sharkoon VS4-V PC-Gehäuse (2x USB 3.0, ATX) schwarz","5.82","5.62","B00UNJRG78","Thermaltake Versa H15 PC-Gehäuse mit Fenster schwarz","5.24","3.72","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","samsung galaxy j5 hülle","99.86","B00ZRJAH6Q","mumbi Schutzhülle Samsung Galaxy J5 (2015) Hülle","31.85","18.34","B00ZRJ9YRY","mumbi Schutzhülle Samsung Galaxy J5 (2015) Hülle transparent weiss","31.58","14.86","B00ZRJA67G","mumbi Schutzhülle Samsung Galaxy J5 (2015) Hülle transparent schwarz","31.13","23.68","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","wecker","99.86","B00LO9BZ8M","TFA Dostmann 60.2528.02 BINGO Funk-Wecker, weiß/grün","13.56","0.56","B000NG8ZIA","Casio Collection Wecker Analog Quarz TQ-140-1EF","10.33","9.2","B00E6HC664","Philips HF3505/01 Wake-up Light LED, Aufwachen mit Licht, 2 natürlichen Wecktöne, weiß","8.4","0.07","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","wii","99.86","B000UVI1G4","Nintendo Wii - Konsole weiß inkl. Wii Sports","30.23","0","B005OK7NWO","Nintendo Wii ""Family Edition"" - Konsole inkl. Wii Sports + Wii Party, weiß","14.04","0","B005TJBLSC","Nintendo Wii ""Mario Kart Pack"" - Konsole inkl. Mario Kart, Wii Wheel, Remote Plus Controller, schwarz","11.33","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","einhorn","99.85","B00NU8IKWY","","19.68","0","B00PIVQ8QG","","9.43","0","3499628724","Schnall dich an, sonst stirbt ein Einhorn!: 100 nicht ganz legale Erziehungstricks","5.11","3.5","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","fotoalbum","99.85","B00SL6I2WI","Hama Jumbo Fotoalbum Fine Art (30 x 30 cm, 100 Seiten, 50 Blatt, mit Ausschnitt für Bildeinschub) schwarz","21.65","5.75","B000VRANHW","Hama Fotoalbum Fine Art, 50 schwarze Seiten (25 Blatt), Spiralalbum 28 x 24 cm, mit Ausschnitt für Bildeinschub, schwarz","10.57","4.77","B00381HODE","Walther FA-208-L Buchalbum ""Fun"" , Format 30 x 30 cm, 100 weißen Seiten, mit Bildausschnitt, blau","6.72","3.61","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","huawei g8 hülle","99.85","B014W37P80","mumbi Schutzhülle Huawei G8 / GX8 Hülle","33.33","13.33","B014W37JVS","mumbi Schutzhülle Huawei G8 / GX8 Hülle transparent weiss","33.32","20","B014W37MHY","mumbi Schutzhülle Huawei G8 / GX8 Hülle transparent schwarz","33.18","26.67","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","steckdosenleiste","99.85","B002THAD9A","Kopp 129713007 3-fach Steckdosenleiste Standard, mit beleuchtetem Schalter, weiß","10.97","2.83","B00HHIHNWQ","Brennenstuhl Premium-Line, Steckdosenleiste 4-fach (Steckerleiste mit Schalter und 1,8m Kabel -45° Winkel der Schutzkontakt-Steckdosen) Farbe: schwarz","10.83","5.06","B007OTUKU0","as - Schwabe 18358 8fach Überspannungs-Aluminium-Steckdosenleiste mit Schalter und Kinderschutz, 1.5 m H05VV-F 3G1.5, IP20 Innenbereich","9.39","4.05","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","wäscheständer","99.85","B0031S9AC2","Leifheit 81570 Standtrockner Pegasus 150 Solid Slim","20.89","1.36","B0007VJMLA","Leifheit 81510 Standtrockner Pegasus 180 Solid Plus","9.5","5.66","B00VQBELXY","Leifheit 81455 Turmtrockner 340","7.45","4.37","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","zeitschaltuhr","99.85","B000KJR5S6","Brennenstuhl Mechanische Zeitschaltuhr MZ 20, 1506450","26.54","6.88","B0176T09J4","Kopp 3x ZeitschUhr elektronische, weiß, 195302174","13.59","7.86","B0049OS56Y","REV Ritter 0025700409 Z-Uhr mechanisch Tag IP44, grau / grün","7.48","0.87","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","bluetooth lautsprecher","99.84","B010RWAIAC","JBL Flip 3 Spritzwasserfester Tragbarer Bluetooth-Lautsprecher mit außerordentlich Kraftvollem Klang im Kompakten Design - Schwarz","16.82","1.83","B0141208EA","UE BOOM 2 Lautsprecher (Bluetooth, Wasserdicht, Schlagfest) schwarz","11.84","0.13","B00TFGWAA8","JBL Go Ultra Wireless Bluetooth Lautsprecher (3,5mm AUX-Eingang, geeignet für Apple iOS und Android Smartphones, Tablets und MP3 geräten) schwarz","11.14","2.74","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","dvd player","99.84","B00BSCAB76","Sony DVP-SR170 DVD-Player (SCART, NTSC, PAL) schwarz","26.51","16.88","B014P07FPS","Samsung BD-J4500R Blu-ray Player (HDMI, USB 2.0) schwarz","16.5","2.64","B01GOEM7MO","Xoro HSD 8470 HDMI MPEG4 DVD-Player (USB 2.0, Mediaplayer, 1080p Upscaling, MultiROM) schwarz","10.11","14.59","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","ein ganzes halbes jahr","99.84","B01GI5ODUI","Ein ganzes halbes Jahr","69.57","25.59","3499272792","Ein ganzes halbes Jahr","9.45","37.44","B01GI5O5RY","Ein ganzes halbes Jahr [Blu-ray]","6.18","2.96","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","handschuhe","99.84","B004D3L87O","mumbi Touchscreen Handschuhe für kapazitive Displays Grösse L","60.65","21.33","B00GGGD5RW","mumbi Touchscreen Handschuhe für kapazitive Displays Grösse S in rosa","8.96","3.66","B00GGGD74I","mumbi Touchscreen Handschuhe für kapazitive Displays Grösse M in rosa","8.42","0","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","harry potter und das verwunschene kind","99.84","3551559007","Harry Potter: Harry Potter und das verwunschene Kind. Teil eins und zwei (Special Rehearsal Edition Script)","89.07","52.17","3742300296","Das inoffizielle Harry-Potter-Kochbuch: Von Butterbier bis Kürbispasteten - mehr als 150 magische Rezepte zum Nachkochen","3.63","1.68","3551359261","Die Märchen von Beedle dem Barden","0.91","0.83","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","lego minecraft","99.84","B00JMV7K42","LEGO Minecraft 21115 - Steve's Haus","10.4","3.59","B01CCT2FGI","LEGO Minecraft 21127 - Die Festung","10.16","3.04","B013GYABXW","LEGO Minecraft 21123 - Der Eisengolem","9.98","4.43","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","luftbefeuchter","99.84","B0047O0LKE","Medisana UHW Ultraschall-Luftbefeuchter (bis 30m²) 4,2 Liter","35.9","16.54","B00FOIRFMO","Philips Luftbefeuchter mit hygienischer NanoCloud-Technologie, HU4803/01 (Raumgröße bis zu 25m²)","13.41","2.9","B00N3X06CS","Philips Luftbefeuchter für Babies und Kinder, HU4801/01 (Raumgröße bis zu 25m²)","6.67","6.24","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","ninjago","99.84","B01AC1BNPC","LEGO NINJAGO 70595 - Ultra-Tarnkappen-Fahrzeug","9.78","1.63","B01AC1BHIA","LEGO NINJAGO 70588 - Titan-Ninjamobil","6.96","2.02","B01AC1BJEC","LEGO NINJAGO 70591 - Kryptarium-Gefängnisausbruch","6.64","1.37","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","pc lautsprecher","99.84","B00544XKK4","Logitech Z120 Notebook-Lautsprecher 2.0 (mit 3,5 mm/USB wiederaufladbare) schwarz/silver","11.11","7.07","B003LNXT7Y","Logitech Z313 PC Lautsprechersystem (2.1) schwarz","8.91","4.14","B00CL83JVQ","Bose® Companion® 2 Serie III Multimedia Lautsprechersystem schwarz","6.4","3.04","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","thermoskanne","99.84","B005XU00YI","Emsa 508932  Isolierkanne, Edelstahl, 1 Liter, Quick Tip Verschluss, 100% dicht, Schwarz, Soft Grip","9.13","4.35","B000LD3XYQ","Isosteel VA-9562DQAT Duo Vakuum-Isolierflasche titan-grau 1,0 L aus 18/8 Edelstahl mit Quickstop-Einhandaus... und 2 abschraubbaren Trinkbechern","7.9","3.31","B00DGPB9S8","Thermos Edelstahl-Thermosflasche, leicht und kompakt, 1 Liter, Mitternachtsblau","7.61","2.79","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","bürostuhl","99.83","B0056YNWVO","DX Racer1, Bürostuhl, Gaming Stuhl, Schreibtischstuhl, Chefsessel mit Armlehnen, Gaming chair, Gestell Nylon, 78 x 124-134 x 52 cm, Stoffbezug schwarz / rot","38.1","2.01","B004Z6PA9G","Topstar OP290UG20 Syncro-Bandscheiben-Drehstuhl Open Point SY Deluxe, schwarz","12.83","2.27","B00BU2S8YW","DX Racer5 Gaming Stuhl, Schreibtischstuhl, Bürostuhl, Chefsessel mit Armlehnen, Gaming chair, Gestell Nylon schwarz, 78 x 52 x 124-134 cm, Stoff schwarz / grau","8.24","0.68","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","fön","99.83","B00BCQIK4O","Philips HP8232/00 Ionen-Haartrockner, 2200 Watt, weiß","26.03","4.24","B00BCQIIMS","Philips HP8230/00 Haartrockner, 2100 Watt, schwarz","14.25","4.93","B002EW8KN6","Philips HP8182/00 Haartrockner SalonDry Control mit Ionisierungsfunktion","8.03","6.24","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","glätteisen","99.83","B003WOKJF2","Remington S9500 Haarglätter Pearl (mit hochwertiger Keramikbeschichtung)","33.97","2.71","B005EFZUO2","Remington S3500 Ceramic Straight 230 Haarglätter (mit 4fach-Schutz)","10.12","3.34","B002AKKCSI","Braun Satin Hair 7 ST710 Haarglätter / Glätteisen (IONTEC Technologie für glatte Haare)","7.58","0.85","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","milchaufschäumer","99.83","B0043WC0W2","Severin SM 9684 Milchaufschäumer (500 Watt, Induktion, 500 ml, kaltes und warmes Aufschäumen) Edelstahl/weiß","17.92","0.97","B00BCQI5PI","Philips CA6500/60 Senseo Milk Twister Milchaufschäumer (Antihaftbeschichtung, Bedienung auf Tastendruck) schwarz","12.16","3.28","B0043W42ZU","Xavax Milchaufschäumer Milchicopter (extra starker Motor, Spezialspirale, leichte Reinigung, Milk Frother) schwarz","11.03","10.07","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","phantastische tierwesen und wo sie zu finden sind","99.83","3845106883","Phantastische Tierwesen und wo sie zu finden sind: Das magische Handbuch","20.79","12.74","B01MPZB3U0","Phantastische Tierwesen und wo sie zu finden sind","20.07","7.31","3551556946","Phantastische Tierwesen und wo sie zu finden sind: Das Originaldrehbuch","18.47","7.32","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","amazon fire tv stick","99.82","B00KAKPZYG","Fire TV Stick","78.14","2.66","B010EGFSSS","Fire TV Stick mit Sprachfernbedienung","9.23","44.92","B00UH2K93O","Amazon Fire TV mit 4K Ultra HD","6.83","7.83","","","","","","","","","","","","","","","","","","","","","",""
"Amazon.de","gaming maus","99.82","B019NFPE2G","Logitech G502 Proteus Spectrum RGB Tunable Gaming Mouse (mit 11 programmierbaren Tasten) schwarz","11.4","1.41","B00L6HCXRE","Sharkoon Shark Force Gaming Maus schwarz","10.01","12.78","B01713K314","Mad Catz R.A.T.1 Maus grün/schwarz","8.22","6.6","","","","","","","","","","","","","","","","","","","","","",""
